Soil Type,Average Temperature (°C),Average Rainfall (mm),Sunlight Hours (hours),Historical Crop Yields,Predicted Crop Type,Predicted Crop Yield,Confidence Score for Prediction
Sandy soil,39.69422917,1299.121009,7.571156147,3.23180562,Pulses,High,0.6632466245
Sandy soil,33.44775346,717.0318093,7.716523424,2.992828932,Cereal,Low,0.9938614549
Sandy soil,39.08374375,700.5730884,7.916270368,3.959737854,Commercial,Medium,0.8203372843
Red soil,17.09576309,1876.700857,9.332978164,3.298021102,Fruit/Vegetable,Medium,0.8821915651
Sandy soil,18.73391963,1077.75193,5.021372948,4.925630929,Fruit/Vegetable,High,0.5868111502
Red soil,18.75210558,2294.600494,9.8256519,3.511007057,Commercial,Medium,0.5359944932
Loamy soil,27.14415992,2297.114476,9.857969645,4.3114808,Fruit/Vegetable,High,0.8998926244
Black soil,27.92903016,2054.23815,5.214758484,4.638187261,Cereal,Medium,0.9022982135
Black soil,37.4211398,2187.279582,4.510997414,4.50112714,Pulses,High,0.8275479904
Clayey soil,15.69527625,1563.094597,9.590587953,3.903652149,Cereal,Low,0.9936154204
Sandy soil,19.24485467,1522.041497,8.984248966,3.635451082,Cereal,Low,0.7788012462
Black soil,32.35063449,613.2021118,9.817871004,3.361925794,Pulses,Low,0.6062049743
Loamy soil,20.30864673,2830.784957,5.24540552,4.43025962,Cereal,Low,0.80359228
Clayey soil,17.41786609,1829.044208,10.08853187,1.618020768,Cereal,Medium,0.7775946464
Loamy soil,16.44264235,1010.003452,7.617481125,2.470222925,Fruit/Vegetable,Low,0.9692512939
Black soil,23.38806641,1742.743919,4.035413658,1.938275947,Cereal,High,0.5422858115
Loamy soil,25.74100113,1104.379089,10.21848091,4.159905477,Fruit/Vegetable,Medium,0.9474499469
Black soil,18.94955528,1493.351007,6.487945447,3.212735353,Commercial,Low,0.9988190974
Sandy soil,30.15088017,1126.43957,4.839907462,3.397779825,Cereal,Low,0.708611899
Black soil,36.10134502,1483.524452,4.028647265,4.19400514,Commercial,Low,0.6326564278
Black soil,30.24674688,2606.775116,10.89360754,2.056006121,Cereal,Medium,0.9105359604
Red soil,20.00266659,1388.276055,6.555583722,1.433037926,Fruit/Vegetable,Medium,0.9303043864
Red soil,20.51886611,2921.141073,5.093116748,4.569232981,Cereal,Medium,0.5666764989
Clayey soil,37.17054898,1288.958429,7.100893964,3.715225568,Commercial,High,0.9204319277
Clayey soil,37.62632002,2263.364026,5.515816508,4.459811638,Commercial,Medium,0.6254617565
Clayey soil,15.79218136,2779.794179,6.249570637,1.799262726,Commercial,High,0.9861784092
Sandy soil,19.28552372,675.5071251,10.73809531,1.018229105,Pulses,Medium,0.6962731014
Clayey soil,26.78328405,553.3530091,9.130893764,2.037916179,Pulses,High,0.8615193356
Clayey soil,17.76600222,995.725882,7.369890463,1.328669121,Pulses,Medium,0.6907445546
Black soil,23.04017587,1377.327829,5.441650074,3.081430642,Pulses,Low,0.6894504849
Black soil,21.63422661,2269.917144,9.768782208,1.734966485,Fruit/Vegetable,Medium,0.9181015565
Clayey soil,32.1535847,1669.626985,9.156577753,1.688986107,Pulses,Medium,0.9320305573
Sandy soil,23.76882747,1285.828309,4.436131844,1.307136741,Fruit/Vegetable,Low,0.6441392154
Sandy soil,37.14517324,1501.797999,7.321942006,1.221847675,Cereal,High,0.7235071415
Loamy soil,24.12894588,1793.081067,6.050268219,3.740777099,Pulses,High,0.841931043
Sandy soil,15.75350258,2618.032248,7.650711105,1.98670943,Pulses,Medium,0.9524350103
Clayey soil,26.20912429,1722.298748,9.876832213,2.351399086,Pulses,Medium,0.8841480496
Black soil,29.01355291,2838.383404,9.084599797,1.974044739,Fruit/Vegetable,Medium,0.722455911
Loamy soil,25.77430647,2271.728959,4.01086109,3.791884153,Fruit/Vegetable,Low,0.9981201718
Black soil,23.19975074,2943.594321,8.388700615,1.622276581,Cereal,Medium,0.9817295215
Loamy soil,28.87802778,704.724779,8.578768557,2.589167876,Fruit/Vegetable,Low,0.8637480417
Black soil,20.44689459,2892.466003,10.09527183,4.99233131,Cereal,High,0.6097859861
Clayey soil,15.15943702,2874.547718,7.529783368,3.2982454,Pulses,High,0.5984598693
Loamy soil,24.90577278,2753.804399,4.702340451,1.01830811,Fruit/Vegetable,Medium,0.8188055676
Clayey soil,21.1429575,1863.670041,8.211263856,2.03008027,Commercial,Low,0.8085758778
Black soil,16.19248167,1163.63931,5.375755909,3.504085006,Cereal,Low,0.7234198058
Loamy soil,37.39556308,2859.211152,11.95274529,3.970004122,Fruit/Vegetable,Medium,0.734178895
Loamy soil,29.8906784,1452.912089,8.346850799,3.177340601,Commercial,High,0.5670024533
Loamy soil,17.46126325,506.4713507,8.824083774,3.670451089,Cereal,High,0.8926431218
Black soil,24.51174309,1656.15983,10.60115076,1.601835238,Fruit/Vegetable,Medium,0.7340365189
Sandy soil,19.2011469,2316.042718,11.67651294,2.127722672,Pulses,Medium,0.9349304802
Red soil,33.45939405,1309.888903,9.222427604,4.6801503,Fruit/Vegetable,Low,0.7273485103
Loamy soil,20.95061083,989.7107849,4.389668639,4.807171571,Cereal,Low,0.7990941395
Black soil,30.98187443,1097.885109,4.23606163,4.375641993,Commercial,Medium,0.7405727917
Clayey soil,23.45596245,2980.648228,8.993373912,1.78278129,Cereal,Medium,0.5830961394
Sandy soil,37.3612797,1858.959635,8.736078316,4.920181318,Cereal,Medium,0.9615675145
Red soil,19.80403579,2395.979077,10.38867218,4.234002727,Cereal,High,0.685366735
Red soil,35.03880196,2175.046237,5.410315609,1.033453032,Fruit/Vegetable,Medium,0.5844288477
Loamy soil,24.39182385,1047.944437,9.441763089,4.361787324,Commercial,Low,0.6812113307
Sandy soil,24.79348125,1108.976138,4.886369103,1.583158797,Cereal,Low,0.974204116
Clayey soil,30.61053761,2651.451237,5.956099304,2.93017227,Fruit/Vegetable,High,0.6489358835
Black soil,27.0888207,2701.819054,9.928640172,2.494479847,Commercial,High,0.9624466682
Red soil,26.30803708,605.7771412,10.00134117,2.876727995,Pulses,Low,0.5441982481
Sandy soil,26.37616547,1138.473771,7.406670266,3.676671239,Fruit/Vegetable,High,0.9133878381
Sandy soil,18.72583026,1756.41988,9.014029914,2.817193571,Pulses,Low,0.5535903179
Clayey soil,38.68141165,2481.729049,8.992161617,1.878559428,Pulses,High,0.9749948073
Red soil,17.28179373,1740.104253,6.254456203,4.058069959,Fruit/Vegetable,Medium,0.963904562
Clayey soil,19.11810372,1193.622666,11.88424252,1.221840352,Commercial,High,0.5644966111
Sandy soil,20.85876142,868.9271194,11.81041087,4.907105023,Cereal,High,0.5992001452
Clayey soil,19.29817505,1100.229903,11.77416232,1.496588615,Fruit/Vegetable,High,0.5045886805
Clayey soil,20.96264836,2906.017117,10.61700161,3.639713657,Cereal,High,0.7315021458
Red soil,23.81164324,1472.320776,7.782219995,3.200078286,Commercial,Low,0.6342067471
Red soil,15.67498161,679.9792998,5.700931101,2.813290035,Cereal,Medium,0.7860174169
Loamy soil,27.13445638,585.4658086,6.144485736,4.460887588,Cereal,Medium,0.5183227277
Sandy soil,34.48213867,899.5228391,4.456887457,3.435563318,Fruit/Vegetable,Low,0.8643849468
Sandy soil,15.56341286,626.7680178,9.61528682,1.302393791,Fruit/Vegetable,Medium,0.9169881866
Clayey soil,19.39491455,673.2110074,7.638081115,2.092849013,Cereal,Medium,0.8532704876
Red soil,32.22989783,713.9955218,6.008279222,1.871015148,Pulses,Medium,0.7334661644
Red soil,25.05842464,1156.298527,7.963355951,1.707921361,Cereal,High,0.8837402356
Sandy soil,23.36853504,635.3109926,9.747348856,3.585573057,Fruit/Vegetable,High,0.6041807568
Black soil,19.87491272,893.6755849,6.288893841,3.22031512,Commercial,Low,0.7737595717
Sandy soil,17.07501041,743.2305761,7.697410736,3.71934849,Pulses,Medium,0.9076503984
Black soil,21.35425742,1743.393176,5.66399385,1.628652773,Fruit/Vegetable,Low,0.7692344637
Sandy soil,39.32764984,1450.255685,10.20949805,3.501555331,Fruit/Vegetable,Medium,0.9583515508
Black soil,38.1518103,2621.363433,11.03482521,4.084361483,Commercial,Low,0.7249115738
Black soil,34.53719146,2402.800504,6.199556869,3.196842312,Commercial,Medium,0.7816749936
Black soil,37.09180314,2454.877608,10.87093632,3.908244459,Commercial,High,0.7478569687
Red soil,39.77494628,2250.896724,10.90761914,2.784727088,Fruit/Vegetable,High,0.6835336184
Loamy soil,23.92170905,590.2010099,7.367148835,1.219737522,Fruit/Vegetable,Medium,0.9079734965
Loamy soil,28.61840151,2910.453734,6.488992551,2.024227775,Fruit/Vegetable,High,0.8695006137
Clayey soil,30.17987494,2838.637961,11.87261225,1.587880728,Fruit/Vegetable,Medium,0.5174865195
Sandy soil,27.14112986,2822.985393,9.945435615,1.238460023,Cereal,Medium,0.6790597781
Loamy soil,19.52681833,710.768104,5.407616684,2.521139652,Fruit/Vegetable,High,0.822665763
Loamy soil,37.37817247,1751.828958,5.936211355,1.225624686,Pulses,Low,0.7185918568
Red soil,36.98203507,2156.748142,5.3274277,3.062866208,Fruit/Vegetable,Low,0.5077398824
Clayey soil,30.64027732,2723.298023,5.892996283,3.909441897,Fruit/Vegetable,Medium,0.6062585385
Clayey soil,20.85488234,2284.09327,9.62106808,1.967489635,Commercial,High,0.59962674
Sandy soil,34.34679034,532.899808,5.872915667,2.079415614,Cereal,Medium,0.7148599406
Loamy soil,15.99832562,891.4868181,8.036459097,1.562974292,Cereal,High,0.7960909882
Clayey soil,18.81050466,760.8784975,8.821079505,3.884589061,Fruit/Vegetable,High,0.8404443444
Clayey soil,18.76667225,1052.928111,11.27880681,2.017770932,Cereal,Medium,0.6887800781
Loamy soil,29.98485904,2379.562776,11.19698564,3.621474336,Cereal,Medium,0.6097724765
Black soil,32.6165367,943.9661788,10.32103289,4.16420869,Fruit/Vegetable,Medium,0.8735368282
Clayey soil,39.51597869,2270.217179,9.201419507,1.907737728,Fruit/Vegetable,High,0.8814409058
Red soil,22.9018576,2663.297027,4.452309103,1.920328573,Fruit/Vegetable,Low,0.6082401445
Loamy soil,35.71036341,2673.126846,11.3692244,2.05879789,Fruit/Vegetable,High,0.8799286519
Loamy soil,38.58311832,2127.995704,4.895084977,1.758670428,Fruit/Vegetable,Low,0.7372036021
Red soil,32.08688024,2798.048887,6.687246071,2.151803502,Pulses,Medium,0.8261029345
Red soil,34.75645331,2239.158449,8.284457432,3.986162737,Commercial,Low,0.7977824842
Loamy soil,21.89207817,589.8152072,5.135451758,4.681503062,Fruit/Vegetable,High,0.8216642064
Sandy soil,22.6099705,1711.20092,4.089864096,4.320214691,Fruit/Vegetable,High,0.5600578289
Loamy soil,27.52810152,1148.695236,6.005974838,2.523282635,Cereal,Low,0.8086604627
Black soil,34.40520815,1890.496343,7.218456436,1.872871885,Pulses,Low,0.6166140417
Clayey soil,37.00152054,888.4152266,6.399460276,1.710661924,Fruit/Vegetable,Low,0.7627291409
Red soil,24.03353364,2110.612376,10.75271415,4.903107584,Pulses,High,0.9166494265
Sandy soil,18.13956424,665.9273603,8.816042652,4.16276748,Pulses,Medium,0.6163024639
Sandy soil,37.60258879,1331.465937,11.68378568,2.791594267,Pulses,Low,0.5314590402
Red soil,34.0375393,2683.529689,8.612936949,1.279236589,Cereal,High,0.5261210341
Clayey soil,25.27818624,2894.130212,7.043110048,2.119809583,Fruit/Vegetable,Low,0.985031972
Loamy soil,21.0860267,2054.443129,6.363773252,2.448760647,Commercial,Low,0.7870112796
Black soil,33.2573236,1823.18497,5.384121833,3.715378128,Cereal,Medium,0.8365203579
Loamy soil,21.87443511,2240.336965,4.260803235,4.841244446,Pulses,Low,0.518832266
Loamy soil,30.92065541,1783.545283,6.838451533,3.413341501,Fruit/Vegetable,Low,0.9728622143
Black soil,18.93062005,2294.502139,8.342344943,1.498443578,Commercial,Low,0.9501181032
Sandy soil,19.99294595,1237.053403,6.561167431,1.976223578,Commercial,Medium,0.6283340949
Red soil,36.50687208,1737.61915,11.85968777,3.975969695,Fruit/Vegetable,Low,0.5901421776
Clayey soil,33.28593721,1866.679618,6.935940405,1.071409639,Commercial,Low,0.936265519
Red soil,24.35912456,976.8958246,7.469939324,1.363236734,Fruit/Vegetable,High,0.7991681928
Red soil,18.30348213,1518.928994,9.511951767,4.696566813,Cereal,Low,0.9304402132
Black soil,38.5596403,2047.475699,9.104947021,2.080622833,Cereal,High,0.6555749814
Sandy soil,35.69007168,2241.262216,9.926675595,2.927318901,Commercial,Low,0.6585443354
Sandy soil,15.40701284,2178.765351,7.525594169,2.414650959,Commercial,Low,0.8644586508
Red soil,36.02882297,1244.99156,6.96080208,3.96170326,Pulses,High,0.6497385653
Red soil,23.72274116,2269.464163,4.603854393,2.800664984,Cereal,High,0.759942437
Red soil,26.03938269,2217.840409,9.736893374,3.796919034,Pulses,Low,0.8229905824
Black soil,19.8642242,2841.389094,4.057745876,4.811463106,Pulses,Low,0.6415327256
Clayey soil,20.37427155,687.3491436,8.82337179,2.132189183,Fruit/Vegetable,Low,0.930294295
Black soil,21.90774916,818.1507044,8.339904006,3.548386868,Commercial,Low,0.5302785886
Sandy soil,26.83199647,831.5084103,4.500351821,1.91320895,Cereal,Low,0.9180001667
Red soil,35.38427379,1744.790058,10.90523775,3.380270367,Commercial,Medium,0.6508506658
Loamy soil,34.69650562,2549.008964,6.281958241,3.400704633,Commercial,Medium,0.8933353139
Sandy soil,18.94698689,1381.814116,5.19441211,2.317277494,Commercial,Low,0.9386342033
Sandy soil,28.06017396,2250.267898,4.138546563,3.537059754,Fruit/Vegetable,High,0.6343568706
Loamy soil,26.91935013,1644.431136,6.241074558,4.388560793,Cereal,High,0.8402685638
Red soil,23.46069175,1198.344098,11.03405492,4.637276034,Cereal,High,0.7494816484
Clayey soil,33.17941337,826.1605178,5.960634448,1.231398536,Commercial,High,0.576644939
Clayey soil,22.84273897,1492.132836,6.856140374,2.811076309,Commercial,Low,0.8451949421
Loamy soil,15.39865423,788.3295247,11.29815104,4.688488663,Pulses,Medium,0.9266195207
Loamy soil,30.28953786,1450.057921,4.862086349,4.508627962,Pulses,Medium,0.6417635999
Red soil,25.24831706,1895.158953,10.57280887,3.428909724,Pulses,Medium,0.8975259177
Red soil,30.42426617,1278.63561,6.007076186,1.062401084,Fruit/Vegetable,High,0.7033130734
Loamy soil,16.28206895,2536.328633,9.546075606,4.367470552,Fruit/Vegetable,Medium,0.753779655
Loamy soil,37.92200687,2418.009647,8.698299869,1.512033338,Cereal,High,0.5983481918
Sandy soil,30.7323238,2839.095807,11.01926055,2.730664475,Commercial,High,0.6654747412
Black soil,20.73144162,1680.272281,4.209174672,1.052151758,Fruit/Vegetable,Low,0.9856630878
Loamy soil,25.03707425,1969.71819,4.680895039,3.991232956,Pulses,High,0.9737073938
Clayey soil,36.95596383,2153.876473,6.551334586,3.444476526,Commercial,Medium,0.8536734043
Loamy soil,25.81873134,851.6117577,11.35696974,1.635879807,Pulses,Low,0.806720153
Loamy soil,23.18627158,2964.743403,6.073942036,4.17922795,Fruit/Vegetable,Medium,0.951124141
Loamy soil,27.48976657,633.2996086,10.53154594,3.994873209,Cereal,Medium,0.6794921889
Sandy soil,19.52142424,2431.124639,8.538119385,1.14363008,Fruit/Vegetable,High,0.6925982845
Clayey soil,33.38079312,1689.692297,6.148438801,4.429346371,Commercial,Low,0.9946091722
Black soil,19.39654119,2038.66256,4.370842522,4.882694886,Fruit/Vegetable,Low,0.5724509632
Sandy soil,34.75271113,964.8877932,7.946383567,2.204421547,Fruit/Vegetable,High,0.7411922031
Sandy soil,22.28129778,2082.565714,11.25878106,4.443771246,Pulses,Medium,0.9060162578
Red soil,32.03536494,1493.738329,7.405644759,1.147573989,Fruit/Vegetable,Medium,0.6624952752
Clayey soil,33.04253646,2103.474989,5.004934134,2.700225104,Fruit/Vegetable,High,0.8631472254
Black soil,38.51040384,2861.323179,4.371102203,1.026287166,Cereal,Low,0.9514441824
Red soil,24.52579089,2922.71095,11.88552695,2.147359941,Pulses,High,0.5924164975
Loamy soil,34.1470093,1427.634099,6.281507159,3.312985162,Pulses,Low,0.5894350033
Loamy soil,19.77908323,2637.822516,11.72150924,2.682692291,Cereal,Low,0.8283501464
Loamy soil,17.51433832,2982.40708,8.54046992,1.755096001,Commercial,Low,0.8866964222
Clayey soil,28.17987324,1461.519275,9.372181894,2.562834695,Pulses,High,0.908855888
Clayey soil,20.58862696,1350.775019,4.847216789,4.418838368,Fruit/Vegetable,Low,0.8056797035
Red soil,32.80261037,2495.597923,11.77198989,3.297171076,Pulses,Low,0.7197257531
Sandy soil,17.28644321,2753.046413,10.55694902,4.476312913,Cereal,Medium,0.6740719777
Red soil,21.63875083,2769.918417,6.727867941,2.014763132,Cereal,Low,0.8440872156
Sandy soil,24.75053175,2805.198319,10.31822782,1.518493026,Fruit/Vegetable,Low,0.6037304508
Clayey soil,15.63579076,1037.037419,10.94461693,3.433838539,Fruit/Vegetable,Medium,0.8098037297
Clayey soil,33.64965599,1552.616662,11.90546276,1.237624552,Commercial,Medium,0.7888331504
Red soil,27.25894843,2577.973528,11.71815322,1.973186083,Pulses,High,0.716255475
Red soil,26.87636979,2387.639767,5.277483099,3.314791005,Pulses,Low,0.7623068959
Loamy soil,24.67096665,844.3004073,6.217478571,4.826794996,Commercial,Low,0.8731989215
Loamy soil,20.86948353,2033.338128,5.844670157,2.129045358,Fruit/Vegetable,High,0.5629019615
Clayey soil,33.7652124,1799.246853,10.21470913,1.969585817,Fruit/Vegetable,Low,0.6162433833
Sandy soil,17.3433059,1165.80321,11.94344941,3.531560971,Commercial,Low,0.8358487449
Loamy soil,15.62309724,689.9767116,8.501113152,4.029410346,Cereal,High,0.9137403138
Clayey soil,28.6167756,2227.680385,11.28197654,2.443097419,Fruit/Vegetable,High,0.9001356732
Black soil,31.59303065,1297.768056,4.968238646,2.298856614,Commercial,High,0.7957534938
Red soil,29.71154716,2769.486999,11.79807154,3.410681711,Pulses,Medium,0.6075274178
Loamy soil,27.8028554,2943.76373,8.3129135,4.589681552,Commercial,Low,0.692345947
Red soil,28.04998664,956.2216902,8.580286513,3.789181673,Fruit/Vegetable,High,0.6750057009
Red soil,29.67134056,2200.749286,5.004261888,4.858691929,Pulses,High,0.9262538891
Red soil,16.98639493,1109.000167,4.81052357,1.796079067,Pulses,Low,0.8195467084
Loamy soil,18.14609179,1032.443612,9.206839344,1.162055895,Cereal,Medium,0.8635269922
Black soil,30.1985169,1021.044241,11.94819731,4.029974659,Cereal,Medium,0.5968569023
Clayey soil,38.48692504,992.1072922,7.802344468,3.260863911,Fruit/Vegetable,Medium,0.7813255006
Loamy soil,39.15006856,2766.786,7.609722255,4.232009428,Pulses,Medium,0.530295302
Clayey soil,29.17025484,1771.448822,7.088441032,1.634357232,Commercial,High,0.5596858893
Clayey soil,35.5752985,1897.799192,11.77380563,2.894384783,Cereal,Low,0.9729835788
Loamy soil,30.92359281,1395.333588,11.79953744,4.200670786,Pulses,Low,0.6072641382
Red soil,15.4548888,613.8830563,9.609210466,3.488135257,Cereal,High,0.696931485
Red soil,36.84924564,1350.998856,5.055106071,3.548902804,Fruit/Vegetable,Medium,0.7711054425
Black soil,25.74230199,2886.906797,4.602278901,1.209279318,Commercial,Medium,0.6585378428
Red soil,32.23626134,1020.183732,10.20448239,1.044136872,Cereal,Low,0.769130303
Clayey soil,16.00202083,2883.566278,10.67330234,1.295208584,Cereal,Low,0.9147801567
Black soil,20.94707541,1955.119057,10.7463325,1.868664463,Pulses,Medium,0.6994032642
Red soil,33.6714825,1666.578518,4.162455485,2.822839767,Pulses,Medium,0.8838160996
Sandy soil,31.18890092,1700.583903,4.634964017,2.092615112,Commercial,Low,0.7192235915
Red soil,16.69524131,1352.672339,5.764253721,4.80982173,Pulses,Low,0.632752541
Sandy soil,20.29043566,2100.830538,10.54126279,3.958483431,Cereal,Medium,0.9556658516
Black soil,18.8683582,1970.829754,9.70803399,3.762082501,Cereal,Low,0.6001110103
Black soil,17.90777448,1591.734628,8.894885401,1.485346534,Pulses,High,0.9442305924
Loamy soil,31.56897369,1244.24275,10.42210501,1.445039178,Commercial,Low,0.724751615
Black soil,35.21825799,2422.162421,4.786632708,3.009437683,Commercial,Medium,0.5104766162
Black soil,34.00005395,731.3199421,4.817761216,4.454791825,Cereal,Medium,0.7977591976
Black soil,16.21451057,1298.580132,4.24742959,3.434430276,Pulses,High,0.6868860666
Black soil,37.11051122,938.4686804,7.403557262,1.259996418,Pulses,Medium,0.7671663907
Red soil,32.32776162,834.2362329,7.761078488,3.126926522,Commercial,Medium,0.883459203
Red soil,22.97670994,2050.793267,8.866938554,1.580527196,Cereal,Low,0.735132791
Red soil,35.41217905,1265.651506,5.819160795,2.118592423,Cereal,Medium,0.9626768618
Loamy soil,28.08018391,2921.955909,8.928669307,4.011918944,Fruit/Vegetable,High,0.7691043818
Black soil,27.79469107,1876.612103,4.797592852,3.522408701,Commercial,Low,0.810918799
Black soil,17.17285005,2598.280546,9.307375792,2.589731204,Cereal,Low,0.9603111203
Sandy soil,24.33300334,931.7979322,6.583638199,4.006686826,Cereal,Low,0.8099278437
Clayey soil,34.56081277,2228.6209,5.73466291,4.428117961,Pulses,Medium,0.7924044416
Loamy soil,32.27196723,630.5155625,6.141817291,2.950360957,Cereal,High,0.9887470448
Black soil,36.79300531,2898.985447,4.155495407,4.049714599,Pulses,Medium,0.6813390666
Clayey soil,25.64434536,2251.504174,6.99230681,4.559859624,Commercial,Medium,0.7969504122
Clayey soil,20.3330248,697.8922523,11.7098277,4.252334887,Pulses,Low,0.5234559617
Red soil,35.5849817,1019.909269,11.86572543,2.915411198,Pulses,Low,0.6543270448
Clayey soil,36.38773254,527.7506277,4.154635967,2.676982757,Commercial,High,0.5482868897
Sandy soil,25.53605802,1650.465731,5.491011826,4.498553528,Fruit/Vegetable,Medium,0.7035495843
Sandy soil,38.56684448,1973.585675,5.245120421,2.992052179,Pulses,Low,0.7579531211
Clayey soil,34.63987001,2758.216257,7.884593408,3.985588131,Fruit/Vegetable,Low,0.73283578
Sandy soil,38.55669977,931.3519337,11.52286733,4.734590254,Commercial,High,0.6070471786
Sandy soil,32.73404377,1910.140927,11.35922059,3.108706739,Cereal,High,0.5721518745
Loamy soil,39.78072501,1279.195366,6.244944802,2.306766437,Pulses,Low,0.5683056498
Sandy soil,34.17451483,1007.138221,8.76018936,1.522966071,Commercial,Low,0.8225572171
Black soil,16.69104594,2829.776533,8.711251906,1.857206053,Commercial,High,0.9756210609
Loamy soil,26.43461643,1047.790417,7.484485581,4.192749418,Commercial,Medium,0.5162559996
Sandy soil,34.84305373,1255.63872,8.160833475,2.320419267,Commercial,Medium,0.9142216474
Clayey soil,34.2511959,2759.76701,5.826333248,1.246534011,Pulses,Low,0.8070690631
Loamy soil,25.37809848,2904.98664,8.417220381,4.412095034,Commercial,Low,0.5232064559
Black soil,28.93739099,696.4656737,7.349556991,3.384574659,Commercial,Medium,0.9388083289
Loamy soil,38.50625305,1624.716831,4.388375969,2.539771384,Pulses,Low,0.8770858536
Loamy soil,34.87656998,844.1529451,11.61137899,4.880808,Pulses,Medium,0.6758868717
Red soil,37.41506166,2519.060138,4.707377418,2.800563307,Fruit/Vegetable,Low,0.9381122442
Sandy soil,26.80266824,2166.409683,10.68183332,3.73825328,Commercial,High,0.7703790275
Sandy soil,24.84669995,1563.639208,8.482686499,3.157612518,Fruit/Vegetable,High,0.9974024329
Black soil,36.86585716,2924.084537,10.31016318,1.319866062,Pulses,High,0.8245535286
Clayey soil,22.59341582,1682.178862,5.590992726,3.23429545,Pulses,Low,0.8452532138
Black soil,32.4233654,1859.013132,8.576030459,4.334274436,Pulses,Medium,0.9141416183
Red soil,39.47580586,2420.440341,4.639347158,2.213519743,Fruit/Vegetable,Medium,0.6909300679
Red soil,19.86681399,2361.492887,4.111427205,2.240771438,Cereal,High,0.5189364028
Sandy soil,38.39335254,1427.797807,7.755049827,3.046898673,Cereal,Low,0.836645875
Red soil,23.87524255,998.4466874,8.540961964,4.345636504,Pulses,Medium,0.784355276
Sandy soil,25.18631043,2504.231381,4.00459357,1.571310501,Fruit/Vegetable,Medium,0.9707363674
Sandy soil,35.63692183,2402.216524,6.250698998,2.853441255,Cereal,Low,0.9976616527
Black soil,17.80714187,1414.891676,8.425591158,3.790411381,Commercial,Medium,0.9439225411
Red soil,19.67113729,2231.595707,7.287692026,2.16330474,Pulses,High,0.5969519756
Red soil,31.76283162,1466.89695,7.436638217,4.00431227,Fruit/Vegetable,High,0.5362497218
Clayey soil,31.83459087,1887.595692,10.76410509,2.738916043,Pulses,Medium,0.8208536153
Loamy soil,25.8934379,2952.538082,7.297079407,2.02287991,Cereal,Medium,0.524373526
Loamy soil,29.74857393,2469.203679,4.940430224,1.034290788,Cereal,Low,0.8501897665
Sandy soil,34.49573148,1430.695182,7.231903573,4.25610758,Commercial,Low,0.9500710203
Clayey soil,38.44257114,784.0854612,10.35321599,1.89021624,Commercial,Medium,0.574524881
Red soil,35.89013556,1098.2616,4.483813415,4.665522801,Pulses,Medium,0.7606335354
Clayey soil,31.66235702,2344.126449,9.711411289,2.405761131,Cereal,High,0.52623041
Sandy soil,32.91900493,1117.293753,8.995876325,4.923353313,Fruit/Vegetable,High,0.9853578145
Black soil,39.2457211,2043.304139,6.698036467,2.357327621,Fruit/Vegetable,Low,0.9277219458
Loamy soil,16.91014254,2753.992717,9.740928041,2.674263526,Pulses,High,0.8469484966
Loamy soil,15.70657646,1605.947456,5.726575861,4.019876196,Pulses,Medium,0.7110136488
Red soil,35.12516934,2636.306809,11.91920347,1.152522945,Pulses,Low,0.692310033
Clayey soil,18.25214128,876.2686466,9.544727269,4.905384076,Cereal,High,0.7279706887
Loamy soil,37.39787423,1862.873235,9.887641766,2.752930712,Cereal,High,0.693358986
Clayey soil,21.01150133,1061.291317,6.932930999,4.829003064,Fruit/Vegetable,High,0.7144733524
Red soil,15.90824246,1737.568504,6.259212016,2.593700899,Commercial,High,0.6361535538
Loamy soil,16.92248792,855.5118725,5.450018233,3.545874387,Commercial,High,0.8200069091
Red soil,20.76774067,850.5331245,5.289970057,2.811691607,Cereal,Low,0.5251711134
Clayey soil,37.83353191,2091.518764,5.81823154,3.095337662,Commercial,Medium,0.5667553046
Clayey soil,17.24433232,1873.226791,11.07836855,3.29702894,Pulses,Low,0.9298613035
Black soil,17.23068311,2640.035509,10.65724154,4.569883808,Cereal,High,0.9264176334
Clayey soil,16.82794518,2578.534983,10.3877943,1.613524014,Fruit/Vegetable,Low,0.7995061045
Red soil,17.97998106,509.1167105,11.42378947,3.847559225,Cereal,Medium,0.6289206772
Loamy soil,19.73757992,1454.448364,10.22706973,2.949278537,Commercial,Medium,0.508439499
Loamy soil,29.87297726,810.5241616,10.43841782,2.443312141,Commercial,High,0.7556166417
Red soil,20.14535543,687.3068824,6.970833942,4.532963941,Cereal,High,0.9275060287
Sandy soil,16.07788391,1716.595807,11.56379984,3.891477965,Pulses,Medium,0.8711263093
Clayey soil,20.19109858,1314.406423,8.450654306,2.014349317,Cereal,Medium,0.5764925738
Loamy soil,19.44040228,796.1654098,9.130941871,3.715774087,Pulses,Medium,0.5201449124
Black soil,29.33325189,2829.319803,4.509467775,3.142799487,Pulses,High,0.6622371678
Sandy soil,28.72709485,2010.377227,7.038055935,2.889431798,Pulses,Medium,0.7471151047
Sandy soil,19.89819543,783.437374,5.186611522,1.536057787,Commercial,High,0.7369233364
Sandy soil,19.84965654,539.9483898,6.925711457,1.616925164,Cereal,Low,0.8499545979
Sandy soil,20.17042491,778.1430348,8.510211479,4.085651046,Pulses,Medium,0.5030036215
Loamy soil,29.82443583,858.8534151,8.563288548,1.236953753,Commercial,High,0.7550911438
Clayey soil,35.17561594,555.0328887,10.09868708,2.29344219,Cereal,Medium,0.7615522355
